ticker,GT UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.5477
2000-01-04,1.1494
2000-01-05,-3.6364
2000-01-06,0.7075
2000-01-07,3.7471
2000-01-10,1.1287
2000-01-11,-0.4464
2000-01-12,2.0179
2000-01-13,-1.0989
2000-01-14,-2.2222
2000-01-18,0.2273
2000-01-19,-1.1338
2000-01-20,-4.1284
2000-01-21,-3.3493
2000-01-24,-0.7426
2000-01-25,-3.7406
2000-01-26,1.0363
2000-01-27,1.0256
2000-01-28,-4.8223
2000-01-31,1.3333
2000-02-01,1.5789
2000-02-02,-4.1451
2000-02-03,-1.3514
2000-02-04,-2.1918
2000-02-07,3.0812
2000-02-08,-4.0761
2000-02-09,3.1161
2000-02-10,1.0989
2000-02-11,-4.8913
2000-02-14,1.9428999999999998
2000-02-15,8.5227
2000-02-16,0.2618
2000-02-17,-2.3499
2000-02-18,1.0695000000000001
2000-02-22,3.1746
2000-02-23,-1.0256
2000-02-24,-2.8497
2000-02-25,-2.4
2000-02-28,-0.2732
2000-02-29,-0.5479
2000-03-01,-4.6832
2000-03-02,3.7572
2000-03-03,-1.6713
2000-03-06,-2.2663
2000-03-07,-3.7681
2000-03-08,-0.3012
2000-03-09,-0.3021
2000-03-10,1.2121
2000-03-13,-1.4969999999999999
2000-03-14,-0.9119
2000-03-15,7.6687
2000-03-16,4.8433
2000-03-17,1.9022000000000001
2000-03-20,-0.5333
2000-03-21,1.8767
2000-03-22,-1.3158
2000-03-23,0.5333
2000-03-24,2.3872999999999998
2000-03-27,-0.2591
2000-03-28,-4.1558
2000-03-29,-1.355
2000-03-30,2.4725
2000-03-31,0.0
2000-04-03,8.5791
2000-04-04,4.4444
2000-04-05,0.4728
2000-04-06,-0.2353
2000-04-07,-5.4245
2000-04-10,13.217
2000-04-11,2.4229
2000-04-12,-0.2151
2000-04-13,2.3707
2000-04-14,-7.1579
2000-04-17,3.8548999999999998
2000-04-18,0.2183
2000-04-19,-0.6536
2000-04-20,1.0965
2000-04-24,0.6508
2000-04-25,1.9397
2000-04-26,-0.4228
2000-04-27,-1.2739
2000-04-28,-4.9462
2000-05-01,2.0362
2000-05-02,1.1086
2000-05-03,-0.4386
2000-05-04,-0.4405
2000-05-05,-3.0973
2000-05-08,2.2831
2000-05-09,0.0
2000-05-10,-2.6786
2000-05-11,3.4404
2000-05-12,-1.153
2000-05-15,-5.2154
2000-05-16,-2.1531000000000002
2000-05-17,0.2445
2000-05-18,-1.7073
2000-05-19,-3.4739
