date,washington,google
2004-01-01,60.0,38.0
2004-01-02,80.0,29.0
2004-01-03,72.0,29.0
2004-01-04,68.0,31.0
2004-01-05,67.0,28.0
2004-01-06,100.0,30.0
2004-01-07,91.0,29.0
2004-01-08,84.0,29.0
2004-01-09,87.0,26.0
2004-01-10,68.0,35.0
2004-01-11,73.0,27.0
2004-01-12,85.0,27.0
2004-01-13,90.0,27.0
2004-01-14,83.0,29.0
2004-01-15,90.0,30.0
2004-01-16,86.0,26.0
2004-01-17,63.0,30.0
2004-01-18,64.0,33.0
2004-01-19,70.0,30.0
2004-01-20,78.0,26.0
2004-01-21,81.0,29.0
2004-01-22,78.0,30.0
2004-01-23,82.0,29.0
2004-01-24,67.0,32.0
2004-01-25,68.0,28.0
2004-01-26,82.0,28.0
2004-01-27,88.0,28.0
2004-01-28,77.0,28.0
2004-01-29,80.0,29.0
2004-01-30,84.0,25.0
2004-01-31,70.0,30.0
2004-02-01,60.0,33.0
2004-02-02,82.0,25.0
2004-02-03,82.0,33.0
2004-02-04,78.0,29.0
2004-02-05,83.0,29.0
2004-02-06,81.0,25.0
2004-02-07,69.0,29.0
2004-02-08,65.0,36.0
2004-02-09,84.0,28.0
2004-02-10,84.0,25.0
2004-02-11,88.0,28.0
2004-02-12,83.0,25.0
2004-02-13,81.0,29.0
2004-02-14,78.0,31.0
2004-02-15,71.0,24.0
2004-02-16,73.0,24.0
2004-02-17,85.0,25.0
2004-02-18,87.0,27.0
2004-02-19,86.0,31.0
2004-02-20,87.0,30.0
2004-02-21,68.0,36.0
2004-02-22,71.0,31.0
2004-02-23,89.0,30.0
2004-02-24,81.0,28.0
2004-02-25,83.0,29.0
2004-02-26,80.0,29.0
2004-02-27,81.0,27.0
2004-02-28,74.0,33.0
2004-02-29,73.0,29.0
2004-03-01,77.0,31.0
2004-03-02,80.0,27.0
2004-03-03,72.0,27.0
2004-03-04,84.0,28.0
2004-03-05,70.0,28.0
2004-03-06,77.0,29.0
2004-03-07,70.0,28.0
2004-03-08,0.0,0.0
2004-03-09,0.0,0.0
2004-03-10,81.0,26.0
2004-03-11,74.0,30.0
2004-03-12,81.0,28.0
2004-03-13,69.0,29.0
2004-03-14,64.0,24.0
2004-03-15,85.0,26.0
2004-03-16,77.0,27.0
2004-03-17,77.0,32.0
2004-03-18,81.0,33.0
2004-03-19,80.0,34.0
2004-03-20,69.0,47.0
2004-03-21,65.0,34.0
2004-03-22,66.0,25.0
2004-03-23,0.0,0.0
2004-03-24,80.0,30.0
2004-03-25,71.0,28.0
2004-03-26,85.0,27.0
2004-03-27,69.0,33.0
2004-03-28,66.0,33.0
2004-03-29,86.0,33.0
2004-03-30,81.0,32.0
2004-03-31,82.0,30.0
2004-04-01,81.0,78.0
2004-04-02,81.0,54.0
2004-04-03,70.0,46.0
2004-04-04,63.0,44.0
2004-04-05,74.0,33.0
2004-04-06,75.0,35.0
2004-04-07,83.0,35.0
2004-04-08,80.0,37.0
2004-04-09,85.0,33.0
2004-04-10,69.0,39.0
2004-04-11,68.0,42.0
2004-04-12,0.0,0.0
2004-04-13,0.0,0.0
2004-04-14,68.0,32.0
2004-04-15,78.0,35.0
2004-04-16,80.0,31.0
2004-04-17,75.0,36.0
2004-04-18,73.0,36.0
2004-04-19,84.0,28.0
2004-04-20,81.0,29.0
2004-04-21,86.0,30.0
2004-04-22,78.0,36.0
2004-04-23,79.0,36.0
2004-04-24,72.0,36.0
2004-04-25,64.0,37.0
2004-04-26,87.0,38.0
2004-04-27,80.0,38.0
2004-04-28,82.0,39.0
2004-04-29,78.0,51.0
2004-04-30,79.0,74.0
2004-05-01,61.0,52.0
2004-05-02,66.0,50.0
2004-05-03,80.0,47.0
2004-05-04,75.0,42.0
2004-05-05,82.0,40.0
2004-05-06,89.0,38.0
2004-05-07,84.0,38.0
2004-05-08,74.0,40.0
2004-05-09,72.0,41.0
2004-05-10,85.0,35.0
2004-05-11,80.0,36.0
2004-05-12,76.0,33.0
2004-05-13,75.0,36.0
2004-05-14,75.0,34.0
2004-05-15,70.0,38.0
2004-05-16,65.0,36.0
2004-05-17,81.0,31.0
2004-05-18,77.0,37.0
2004-05-19,78.0,38.0
2004-05-20,82.0,36.0
2004-05-21,100.0,38.0
2004-05-22,72.0,37.0
2004-05-23,72.0,38.0
2004-05-24,82.0,32.0
2004-05-25,83.0,33.0
2004-05-26,89.0,30.0
2004-05-27,83.0,32.0
2004-05-28,84.0,34.0
2004-05-29,70.0,39.0
2004-05-30,70.0,37.0
2004-05-31,69.0,36.0
2004-06-01,85.0,31.0
2004-06-02,84.0,32.0
2004-06-03,84.0,30.0
2004-06-04,86.0,31.0
2004-06-05,72.0,36.0
2004-06-06,73.0,33.0
2004-06-07,83.0,31.0
2004-06-08,88.0,31.0
2004-06-09,85.0,31.0
2004-06-10,85.0,31.0
2004-06-11,84.0,33.0
2004-06-12,83.0,33.0
2004-06-13,75.0,36.0
2004-06-14,87.0,33.0
2004-06-15,85.0,45.0
2004-06-16,84.0,41.0
2004-06-17,78.0,37.0
2004-06-18,83.0,34.0
2004-06-19,73.0,38.0
2004-06-20,72.0,42.0
2004-06-21,80.0,34.0
2004-06-22,84.0,34.0
2004-06-23,82.0,35.0
2004-06-24,85.0,36.0
2004-06-25,83.0,35.0
2004-06-26,71.0,41.0
2004-06-27,68.0,41.0
2004-06-28,82.0,31.0
2004-06-29,90.5,31.0
2004-06-30,87.0,32.0
2004-07-01,95.0,38.0
2004-07-02,96.0,38.0
2004-07-03,86.0,38.0
2004-07-04,94.0,43.0
2004-07-05,82.0,40.0
2004-07-06,91.0,32.0
2004-07-07,93.0,32.0
2004-07-08,90.0,32.0
2004-07-09,90.0,33.0
2004-07-10,76.0,38.0
2004-07-11,76.0,35.0
2004-07-12,92.0,34.0
2004-07-13,89.0,36.0
2004-07-14,84.0,38.0
2004-07-15,92.0,35.0
2004-07-16,90.0,35.0
2004-07-17,76.0,39.0
2004-07-18,72.0,38.0
2004-07-19,96.0,32.0
2004-07-20,92.0,33.0
2004-07-21,93.0,32.0
2004-07-22,92.0,34.0
2004-07-23,91.0,34.0
2004-07-24,80.0,36.0
2004-07-25,83.0,34.0
2004-07-26,95.0,48.0
2004-07-27,91.0,44.0
2004-07-28,88.0,36.0
2004-07-29,91.0,34.0
2004-07-30,91.0,36.0
2004-07-31,80.0,41.0
2004-08-01,77.0,42.0
2004-08-02,91.0,37.0
2004-08-03,89.0,29.0
2004-08-04,89.0,29.0
2004-08-05,79.0,32.0
2004-08-06,90.0,32.0
2004-08-07,82.0,32.0
2004-08-08,76.0,32.0
2004-08-09,92.0,29.0
2004-08-10,87.0,38.0
2004-08-11,83.0,37.0
2004-08-12,81.0,38.0
2004-08-13,83.0,43.0
2004-08-14,79.0,48.0
2004-08-15,77.0,40.0
2004-08-16,88.0,37.0
2004-08-17,90.0,40.0
2004-08-18,84.0,50.0
2004-08-19,85.0,61.0
2004-08-20,87.0,47.0
2004-08-21,74.0,45.0
2004-08-22,76.0,41.0
2004-08-23,93.0,38.0
2004-08-24,87.0,37.0
2004-08-25,90.0,36.0
2004-08-26,88.0,39.0
2004-08-27,85.0,35.0
2004-08-28,76.0,43.0
2004-08-29,70.0,39.0
2004-08-30,87.0,33.0
2004-08-31,95.0,32.0
2004-09-01,86.0,37.0
2004-09-02,84.0,36.0
2004-09-03,86.0,36.0
2004-09-04,80.0,41.0
2004-09-05,76.0,44.0
2004-09-06,75.0,37.0
2004-09-07,88.0,40.0
2004-09-08,89.0,39.0
2004-09-09,86.0,37.0
2004-09-10,87.0,37.0
2004-09-11,81.0,39.0
2004-09-12,73.0,35.0
2004-09-13,88.0,28.0
2004-09-14,88.0,37.0
2004-09-15,86.0,33.0
2004-09-16,88.0,37.0
2004-09-17,82.0,34.0
2004-09-18,76.0,43.0
2004-09-19,76.0,38.0
2004-09-20,88.0,32.0
2004-09-21,89.0,33.0
2004-09-22,83.0,35.0
2004-09-23,82.0,35.0
2004-09-24,86.0,39.0
2004-09-25,80.0,40.0
2004-09-26,71.0,40.0
2004-09-27,91.0,34.0
2004-09-28,94.0,37.0
2004-09-29,92.0,35.0
2004-09-30,89.0,35.0
2004-10-01,92.0,34.0
2004-10-02,76.0,38.0
2004-10-03,81.0,34.0
2004-10-04,88.0,36.0
2004-10-05,87.0,34.0
2004-10-06,84.0,37.0
2004-10-07,85.0,39.0
2004-10-08,89.0,43.0
2004-10-09,74.0,46.0
2004-10-10,73.0,39.0
2004-10-11,83.0,35.0
2004-10-12,78.0,33.0
2004-10-13,84.0,33.0
2004-10-14,80.0,42.0
2004-10-15,94.0,56.0
2004-10-16,72.0,56.0
2004-10-17,78.0,44.0
2004-10-18,86.0,42.0
2004-10-19,81.0,38.0
2004-10-20,82.0,41.0
2004-10-21,79.0,42.0
2004-10-22,86.0,43.0
2004-10-23,78.0,44.0
2004-10-24,72.0,43.0
2004-10-25,86.0,36.0
2004-10-26,82.0,39.0
2004-10-27,80.0,39.0
2004-10-28,87.0,41.0
2004-10-29,87.0,43.0
2004-10-30,69.0,43.0
